,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
62,62,149,Jane Campbell,84,84,83,85,83,40,85,38,44,14,18,64,14,12,32,38,17,15,22,38,14,15,54,55,79,21,38,19,17,12,18,19,55,39,42,21,GK,2,1,Right,"175cm / 5'9""",66kg / 146lb,,29,United States,NWSL,Houston Dash,"Far Throw, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jane-campbell/238212,84.0,83.0,85.0,85.0,83.0
63,63,149,Catarina Macario,84,83,82,80,87,57,72,82,83,80,82,82,87,74,76,83,79,82,81,74,90,88,84,84,78,90,86,59,72,53,59,47,83,74,71,70,CAM,3,4,Right,"165cm / 5'5""",58kg / 128lb,"ST, CM",24,United States,Barclays WSL,Chelsea,"Dead Ball, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/catarina-macario/262330,,,,,
64,64,149,Arianna Caruso,84,74,80,82,87,71,72,75,73,84,83,74,80,86,73,84,79,79,86,78,80,89,80,79,85,89,79,73,73,65,76,67,77,85,64,73,CM,3,4,Right,"165cm / 5'5""",55kg / 121lb,"CAM, RW",24,Italy,Calcio A Femminile,Juventus,"First Touch, Flair, Incisive Pass, Relentless, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arianna-caruso/266933,,,,,
65,65,149,Tabitha Chawinga,84,94,81,70,84,36,78,93,95,87,85,79,78,74,69,68,69,58,79,55,72,85,83,78,78,86,79,30,76,27,38,30,89,79,90,42,ST,2,4,Left,"172cm / 5'8""",68kg / 150lb,"LW, LM",28,Malawi,Arkema PL,OL,"Finesse Shot, Quick Step, Rapid, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tabitha-chawinga/278219,,,,,
66,66,149,Sara Däbritz,84,76,81,84,87,74,72,75,76,82,81,83,84,69,70,86,78,75,87,85,83,89,86,69,80,88,80,80,52,77,76,68,74,76,78,53,CM,4,4,Left,"171cm / 5'7""",58kg / 128lb,LW,29,Germany,Arkema PL,OL,"Finesse Shot, Long Ball Pass, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sara-dabritz/227327,,,,,
67,67,149,Linda Dallmann,84,77,78,81,87,46,59,79,75,83,84,67,78,69,65,83,77,65,85,82,75,88,91,91,85,85,76,50,34,46,48,44,57,78,51,57,RM,4,4,Right,"158cm / 5'2""",51kg / 112lb,"CAM, LM, RW",30,Germany,GPFBL,FC Bayern München,"Finesse Shot, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/linda-dallmann/239345,,,,,
68,68,149,Sara Doorsoun,84,77,60,74,76,85,83,74,80,57,55,68,63,58,56,74,66,42,83,79,64,70,82,80,84,81,79,83,81,86,85,86,89,83,83,82,CB,3,2,Right,"170cm / 5'7""",58kg / 128lb,,32,Germany,GPFBL,Frankfurt,"Block, Long Ball Pass, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sara-doorsoun/238470,,,,,
69,69,149,Crystal Dunn,84,87,79,83,85,77,80,86,88,85,78,80,78,75,80,84,83,68,86,82,80,84,83,92,81,87,83,79,54,81,80,79,79,84,80,75,CM,4,4,Right,"155cm / 5'1""",55kg / 121lb,"RM, LW",32,United States,NWSL,NJ/NY Gotham,"Quick Step, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/crystal-dunn/226336,,,,,
70,70,149,Ingrid Syrstad Engen,84,72,61,81,77,86,80,70,73,76,60,73,51,65,51,84,75,51,88,82,69,78,60,61,81,83,84,86,82,86,88,83,87,70,84,79,CB,3,3,Right,"177cm / 5'10""",67kg / 148lb,CDM,26,Norway,Liga F,FC Barcelona,"Intercept+, Aerial",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ingrid-syrstad-engen/242896,,,,,
71,71,149,Manuela Giugliano,84,81,80,84,86,72,74,80,82,83,81,79,82,68,72,85,78,82,86,85,80,85,89,90,80,87,76,74,47,74,76,70,68,86,64,83,CM,4,4,Right,"160cm / 5'3""",51kg / 112lb,"CDM, CAM",27,Italy,Calcio A Femminile,Roma,"Flair, Long Ball Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuela-giugliano/227095,,,,,
72,72,149,Alex Greenwood,84,71,65,80,74,85,82,70,72,47,62,78,65,43,85,60,79,82,87,89,80,67,65,70,82,84,85,87,83,86,84,80,85,86,76,90,CB,3,2,Left,"167cm / 5'6""",62kg / 137lb,LB,31,England,Barclays WSL,Manchester City,"Block+, Aerial, Jockey, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-greenwood/227254,,,,,
73,73,149,Pernille Harder,84,81,78,81,88,27,77,80,82,86,78,77,76,73,84,83,78,73,84,78,71,90,89,71,81,88,90,21,76,21,22,23,88,76,81,66,CAM,4,4,Right,"169cm / 5'7""",60kg / 132lb,"RM, ST",31,Denmark,GPFBL,FC Bayern München,"Technical+, Flair, Incisive Pass, Power Shot, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pernille-harder/259287,,,,,
74,74,149,Yui Hasegawa,84,78,71,84,86,79,63,76,79,64,67,73,82,68,63,87,76,71,89,89,68,88,76,88,84,87,78,85,48,84,82,73,61,77,51,76,CDM,4,4,Right,"156cm / 5'1""",48kg / 106lb,"CM, CAM",27,Japan,Barclays WSL,Manchester City,"Intercept, Press Proven, Tiki Taka, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yui-hasegawa/245830,,,,,
75,75,149,Amandine Henry,84,55,80,78,77,82,79,55,55,75,75,91,85,64,75,80,65,67,85,80,68,77,65,61,84,82,82,83,72,85,84,77,77,70,81,88,CDM,3,3,Right,"171cm / 5'7""",64kg / 141lb,CM,34,France,NWSL,Utah Royals FC,"Power Shot+, Aerial, Anticipate, Incisive Pass, Intercept, Pinged Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amandine-henry/227318,,,,,
76,76,149,Amanda Ilestedt,84,68,46,65,63,87,78,62,72,37,48,51,40,35,58,46,58,52,82,70,51,60,36,38,79,74,79,85,85,88,89,86,84,73,78,83,CB,3,2,Right,"178cm / 5'10""",65kg / 143lb,,31,Sweden,Barclays WSL,Arsenal,Anticipate+,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amanda-ilestedt/226979,,,,,
77,77,149,Dominique Janssen,84,78,59,75,75,83,83,75,81,63,54,75,54,47,66,70,64,74,84,76,74,72,71,75,85,79,78,82,84,83,83,88,90,80,83,85,CB,5,2,Right,"174cm / 5'9""",63kg / 139lb,LB,29,Holland,Barclays WSL,Manchester Utd,"Aerial, Block, Long Ball Pass, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dominique-janssen/233756,,,,,
78,78,149,Fran Kirby,84,86,83,78,88,42,59,87,85,88,81,87,81,88,73,77,73,71,82,77,74,88,89,93,86,89,82,35,71,36,43,39,79,67,58,45,CAM,4,4,Right,"157cm / 5'2""",52kg / 115lb,RW,31,England,Barclays WSL,Brighton,"Finesse Shot, Flair, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fran-kirby/227255,,,,,
79,79,149,Amel Majri,84,78,76,85,88,79,74,81,76,85,78,77,70,67,74,81,90,80,87,77,89,89,88,84,83,89,85,79,74,83,79,75,86,61,78,79,LW,3,5,Left,"164cm / 5'5""",54kg / 119lb,"CM, LM",31,France,Arkema PL,OL,"Whipped Pass+, Acrobatic, Finesse Shot, Flair, Technical, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amel-majri/227350,,,,,
80,80,149,Griedge Mbock,84,63,55,66,66,85,83,62,64,53,51,73,48,44,59,50,59,45,80,77,52,61,61,53,77,73,79,82,88,82,90,82,83,68,90,84,CB,3,2,Right,"172cm / 5'8""",68kg / 150lb,,29,France,Arkema PL,Paris SG,"Aerial, Intercept, Pinged Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/griedge-mbock/227346,,,,,
81,81,149,Lara Prašnikar,84,77,84,69,83,44,79,79,75,88,90,75,83,84,70,76,46,68,81,66,67,84,73,75,84,88,72,51,80,41,34,36,88,89,78,67,ST,4,4,Right,"171cm / 5'7""",64kg / 141lb,LW,26,Slovenia,GPFBL,Frankfurt,"First Touch, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lara-prasnikar/264939,,,,,
82,82,149,Alba Redondo,84,84,85,70,84,26,64,86,83,87,87,85,82,80,74,66,65,59,81,64,59,84,84,76,88,85,75,21,82,16,23,18,87,75,67,37,ST,3,4,Right,"169cm / 5'7""",61kg / 134lb,"LW, RW",28,Spain,Liga F,Real Madrid CF,"Aerial, Finesse Shot, First Touch, Quick Step, Relentless, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alba-redondo/246774,,,,,
83,83,149,Trinity Rodman,84,94,82,78,83,43,83,93,94,82,84,82,80,71,76,80,79,68,81,70,71,82,88,83,84,84,80,41,69,38,42,38,88,90,81,80,RM,4,4,Right,"173cm / 5'8""",60kg / 132lb,"ST, RW",22,United States,NWSL,Washington Spirit,"Finesse Shot, Flair, Quick Step, Rapid, Relentless, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/trinity-rodman/266928,,,,,
84,84,149,Georgia Stanway,84,80,78,80,86,76,75,83,78,77,79,75,80,68,86,84,60,71,90,84,69,88,84,83,85,86,69,77,43,82,81,78,67,83,66,87,CDM,3,3,Right,"162cm / 5'4""",58kg / 128lb,CM,25,England,GPFBL,FC Bayern München,"First Touch, Flair, Jockey, Long Ball Pass, Pinged Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/georgia-stanway/243404,,,,,
85,85,149,Ella Toone,84,81,79,78,86,51,65,83,80,86,80,83,78,75,59,86,76,56,83,70,70,92,67,84,84,85,82,45,69,41,57,56,78,84,64,38,CAM,3,5,Right,"163cm / 5'4""",57kg / 126lb,CM,25,England,Barclays WSL,Manchester Utd,"Flair+, Chip Shot, Incisive Pass, Technical, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ella-toone/263011,,,,,
86,86,149,Marta,84,72,82,85,88,44,74,74,70,86,80,85,79,89,86,92,85,84,82,79,89,90,80,92,78,88,89,47,53,48,37,36,71,83,71,73,CAM,4,5,Left,"162cm / 5'4""",56kg / 123lb,"ST, RM",38,Brazil,NWSL,Orlando Pride,"Flair+, Acrobatic, First Touch, Technical, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marta/226890,,,,,
87,87,149,Glódís Perla Viggósdóttir,84,73,54,68,61,86,81,73,73,34,53,64,48,49,64,61,42,58,83,80,63,41,66,76,86,80,73,83,86,88,88,84,88,88,77,80,CB,3,2,Right,"172cm / 5'8""",65kg / 143lb,,29,Iceland,GPFBL,FC Bayern München,"Aerial, Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/glodis-perla-viggosdottir/264886,,,,,
88,88,149,Caroline Weir,84,72,83,84,84,73,69,72,72,84,83,86,86,70,61,86,73,84,89,82,83,85,70,88,83,85,85,76,60,75,75,63,71,83,65,62,CAM,4,4,Left,"173cm / 5'8""",62kg / 137lb,CM,29,Scotland,Liga F,Real Madrid CF,"Chip Shot, First Touch, Incisive Pass, Technical, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/caroline-weir/245879,,,,,
89,89,149,Manuela Zinsberger,84,84,77,78,85,46,85,48,42,11,18,59,25,12,53,69,31,24,23,15,19,11,46,62,81,36,56,10,6,20,13,16,71,22,78,26,GK,4,1,Right,"177cm / 5'10""",67kg / 148lb,,28,Austria,Barclays WSL,Arsenal,"1v1 Close Down, Cross Claimer",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuela-zinsberger/265242,84.0,77.0,78.0,85.0,85.0
90,90,222,Rasheedat Ajibade,83,91,83,74,84,37,76,92,90,85,85,82,81,80,70,79,79,70,75,60,75,85,80,82,81,85,82,21,75,31,40,42,92,84,84,42,LW,4,4,Right,"167cm / 5'6""",53kg / 117lb,"ST, LM",24,Nigeria,Liga F,Atlético de Madrid,"Flair, Quick Step, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rasheedat-ajibade/246630,,,,,
91,91,222,Lineth Beerensteyn,83,89,80,72,86,52,75,90,89,84,88,77,74,65,64,70,69,57,80,66,72,87,82,88,85,87,77,48,68,52,52,45,85,77,77,63,LW,2,4,Right,"162cm / 5'4""",60kg / 132lb,"RW, ST, LM",27,Holland,GPFBL,VfL Wolfsburg,"Finesse Shot, Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lineth-beerensteyn/240717,,,,,
92,92,222,Mathilde Bourdieu,83,80,84,71,82,36,76,84,77,86,87,84,83,81,71,71,64,69,80,59,71,80,73,83,82,87,80,26,72,34,34,30,89,72,85,53,ST,4,3,Right,"165cm / 5'5""",67kg / 148lb,,25,France,Arkema PL,Paris FC,"Acrobatic, First Touch, Power Shot, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mathilde-bourdieu/264968,,,,,
93,93,222,Klara Bühl,83,83,85,77,83,34,71,81,84,84,89,83,84,78,72,77,78,64,80,72,71,82,88,81,83,85,73,41,77,34,21,20,88,80,78,40,LM,4,4,Right,"172cm / 5'8""",65kg / 143lb,"CAM, LW",23,Germany,GPFBL,FC Bayern München,"Finesse Shot, Incisive Pass, Jockey, Press Proven, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/klara-buhl/248822,,,,,
94,94,222,Olga Carmona,83,89,74,77,80,78,73,89,89,77,74,75,77,45,85,69,84,71,81,75,74,75,85,89,84,82,81,80,68,81,79,74,83,81,72,65,LB,3,4,Left,"160cm / 5'3""",51kg / 112lb,LW,24,Spain,Liga F,Real Madrid CF,"Intercept, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/olga-carmona/262457,,,,,
95,95,222,Ellie Carpenter,83,81,51,78,77,81,79,82,80,60,45,68,48,42,43,65,87,41,84,85,71,76,71,77,78,80,84,83,68,79,87,81,84,73,81,78,RB,3,3,Right,"164cm / 5'5""",60kg / 132lb,,24,Australia,Arkema PL,OL,"Block, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ellie-carpenter/240030,,,,,
96,96,222,Steph Catley,83,85,66,80,78,78,76,83,86,70,70,68,60,60,52,69,84,75,86,76,82,75,82,74,80,82,80,82,75,80,77,74,86,83,76,66,LB,2,3,Left,"171cm / 5'7""",60kg / 132lb,LW,30,Australia,Barclays WSL,Arsenal,"Quick Step, Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/steph-catley/227119,,,,,
97,97,222,Cata Coll,83,81,80,75,89,53,82,53,54,13,8,56,5,7,28,61,9,21,49,35,15,9,50,66,78,34,50,14,7,9,12,14,67,30,65,20,GK,3,1,Right,"170cm / 5'7""",68kg / 150lb,,23,Spain,Liga F,FC Barcelona,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cata-coll/268942,81.0,80.0,75.0,82.0,89.0
98,98,222,Erin Cuthbert,83,79,80,82,82,75,69,77,81,83,80,79,86,68,66,86,79,77,84,80,76,84,62,87,82,85,81,78,59,69,83,80,72,85,65,60,CM,3,4,Right,"163cm / 5'4""",60kg / 132lb,CDM,26,Scotland,Barclays WSL,Chelsea,"Anticipate, Pinged Pass, Power Shot, Press Proven, Relentless, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/erin-cuthbert/245882,,,,,
99,99,222,Melchie Dumornay,83,92,83,78,85,59,69,90,93,82,86,86,80,74,69,79,70,74,83,73,86,84,89,85,80,87,83,59,75,52,64,53,86,73,71,53,ST,3,4,Right,"160cm / 5'3""",51kg / 112lb,CM,21,Haiti,Arkema PL,OL,"Chip Shot+, Finesse Shot, Flair, Incisive Pass, Quick Step, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melchie-dumornay/265898,,,,,
100,100,222,Damaris Egurrola,83,61,68,82,79,80,82,58,64,75,73,65,61,57,61,84,79,57,86,89,68,80,69,50,83,84,82,84,85,79,79,73,85,81,84,76,CM,3,3,Left,"176cm / 5'9""",65kg / 143lb,CDM,25,Holland,Arkema PL,OL,"Long Ball Pass+, Aerial, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/damaris-egurrola/265536,,,,,
101,101,222,Magdalena Eriksson,83,63,46,72,66,85,81,61,64,54,40,56,44,47,56,57,73,52,80,83,63,59,70,61,86,71,84,80,88,89,83,81,86,77,81,86,CB,3,2,Left,"173cm / 5'8""",66kg / 146lb,LB,31,Sweden,GPFBL,FC Bayern München,"Aerial, Anticipate, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/magdalena-eriksson/226998,,,,,
102,102,222,Jess Fishlock,83,75,81,80,82,74,72,76,75,83,82,79,81,78,76,86,66,73,86,83,75,80,76,89,77,87,83,79,54,76,79,67,71,84,69,67,CM,4,4,Right,"157cm / 5'2""",54kg / 119lb,"CDM, CAM",37,Wales,NWSL,Seattle Reign,Incisive Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jess-fishlock/267201,,,,,
103,103,222,Laura Freigang,83,83,84,73,82,26,77,84,83,89,88,80,83,79,70,79,50,68,81,77,69,82,75,81,86,85,81,20,81,21,21,17,93,86,84,46,CAM,3,4,Right,"171cm / 5'7""",62kg / 137lb,ST,26,Germany,GPFBL,Frankfurt,"First Touch, Flair, Jockey, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laura-freigang/261773,,,,,
104,104,222,Leah Galton,83,73,82,82,82,62,79,72,73,86,82,86,83,76,62,84,83,67,86,78,76,84,65,65,86,85,84,61,68,56,67,60,82,81,85,62,LM,3,4,Left,"170cm / 5'7""",61kg / 134lb,"CAM, LW",30,England,Barclays WSL,Manchester Utd,"Aerial, Rapid, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leah-galton/265275,,,,,
105,105,222,Vanessa Gilles,83,60,38,53,53,86,82,56,64,50,27,68,32,33,38,32,25,35,77,74,38,43,42,66,77,65,64,81,88,86,89,81,81,65,90,81,CB,3,2,Right,"174cm / 5'9""",58kg / 128lb,,28,Canada,Arkema PL,OL,"Anticipate+, Aerial, Block, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanessa-gilles/247513,,,,,
106,106,222,Giulia Gwinn,83,82,61,77,84,80,69,84,81,78,57,64,60,65,61,71,82,39,82,81,78,87,87,80,83,81,76,79,77,82,81,79,83,81,62,67,RB,3,4,Right,"172cm / 5'8""",58kg / 128lb,LB,25,Germany,GPFBL,FC Bayern München,"Anticipate, First Touch, Jockey, Long Throw, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giulia-gwinn/247788,,,,,
107,107,222,Aubrey Kingsbury,83,84,82,70,84,41,83,37,47,13,8,53,5,7,11,35,10,12,22,29,10,14,53,45,77,23,50,13,11,13,14,11,50,23,35,23,GK,2,1,Right,"175cm / 5'9""",65kg / 143lb,,32,United States,NWSL,Washington Spirit,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aubrey-kingsbury/266816,84.0,82.0,70.0,83.0,84.0
108,108,222,Saki Kumagai,83,51,70,77,80,85,78,50,52,84,77,62,74,20,60,87,60,66,85,77,57,82,56,83,84,85,70,84,81,87,84,83,78,76,76,83,CM,4,3,Right,"172cm / 5'8""",63kg / 139lb,"CDM, CB",33,Japan,Calcio A Femminile,Roma,"Anticipate, Intercept, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/saki-kumagai/226997,,,,,
109,109,222,Racheal Kundananji,83,91,82,73,85,42,87,91,91,80,85,84,78,78,75,76,75,73,76,60,76,85,88,78,81,85,81,40,79,35,41,35,95,82,91,80,LW,5,4,Right,"175cm / 5'9""",65kg / 143lb,"ST, LM",24,Zambia,NWSL,Bay FC,"Aerial, Chip Shot, First Touch, Quick Step, Relentless, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/racheal-kundananji/272076,,,,,
110,110,222,Elena Linari,83,72,43,63,68,83,80,73,72,33,32,65,44,38,56,44,43,35,86,81,30,60,61,62,78,82,69,81,84,83,85,82,90,75,83,78,CB,4,2,Right,"173cm / 5'8""",65kg / 143lb,,30,Italy,Calcio A Femminile,Roma,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elena-linari/227069,,,,,
111,111,222,Lieke Martens van Leer,83,73,83,82,87,44,71,74,73,82,85,84,81,78,79,84,82,80,82,78,90,88,84,72,81,89,85,45,57,47,39,34,75,64,76,66,LW,4,5,Right,"170cm / 5'7""",66kg / 146lb,LM,31,Holland,Arkema PL,Paris SG,"First Touch, Flair, Incisive Pass, Technical, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lieke-martens-van-leer/233748,,,,,
112,112,222,Alyssa Naeher,83,85,81,83,82,46,87,45,48,14,19,62,14,12,42,39,17,15,28,31,14,16,57,56,70,26,56,21,16,18,19,20,62,39,54,25,GK,3,1,Right,"173cm / 5'8""",64kg / 141lb,,36,United States,NWSL,Chicago Red Stars,"Deflector, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alyssa-naeher/226335,85.0,81.0,83.0,87.0,82.0
113,113,222,Yuki Nagasato,83,79,80,81,85,66,73,82,77,84,82,79,81,68,72,85,71,72,86,82,72,84,92,81,83,86,81,77,63,48,78,60,79,80,71,68,CM,5,4,Right,"168cm / 5'6""",56kg / 123lb,ST,37,Japan,NWSL,Houston Dash,Chip Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yuki-nagasato/267275,,,,,
114,114,222,Katharina Naschenweng,83,79,56,77,79,82,74,76,81,69,55,54,60,41,62,70,80,57,81,82,65,78,84,82,80,80,71,81,76,82,84,81,81,84,67,78,LB,3,3,Left,"168cm / 5'6""",57kg / 126lb,,26,Austria,GPFBL,FC Bayern München,"Block, Flair, Jockey, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katharina-naschenweng/264994,,,,,
115,115,222,Ashleigh Neville,83,76,70,77,77,85,83,75,77,80,74,69,65,68,59,68,79,69,82,76,78,80,68,74,79,76,81,85,83,86,85,83,90,81,83,86,LB,4,3,Right,"171cm / 5'7""",64kg / 141lb,"RB, LM",31,England,Barclays WSL,Spurs,"Anticipate, Jockey, Power Header, Rapid, Relentless, Slide Tackle, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashleigh-neville/265252,,,,,
116,116,222,Constance Picaud,83,82,79,76,86,47,82,46,49,11,9,57,9,10,15,45,11,13,31,27,14,21,48,51,79,30,43,18,13,20,11,10,55,30,39,25,GK,2,1,Right,"180cm / 5'11""",62kg / 137lb,,26,France,Arkema PL,FC Fleury 91,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/constance-picaud/264895,82.0,79.0,76.0,82.0,86.0
117,117,222,Claudia Pina,83,73,83,82,84,45,69,73,73,84,87,82,85,61,64,84,84,82,84,75,81,84,83,84,86,85,81,37,69,31,55,51,68,75,66,69,LW,5,4,Right,"160cm / 5'3""",69kg / 152lb,"CAM, LM",23,Spain,Liga F,FC Barcelona,"Finesse Shot, Flair, Incisive Pass, Tiki Taka, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/claudia-pina/262531,,,,,
118,118,222,Mayra Ramírez,83,90,83,75,85,33,86,89,90,81,85,83,81,80,75,81,75,61,78,65,68,85,91,86,81,84,81,22,79,32,24,34,95,93,87,71,ST,3,4,Right,"178cm / 5'10""",74kg / 163lb,,25,Colombia,Barclays WSL,Chelsea,"Aerial, Finesse Shot, First Touch, Quick Step, Relentless, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mayra-ramirez/272001,,,,,
119,119,222,Ashley Sanchez,83,80,80,79,84,38,70,81,80,80,79,81,83,76,71,86,70,74,84,76,70,83,87,83,85,84,82,32,75,37,31,33,84,81,74,42,CAM,3,4,Right,"163cm / 5'4""",56kg / 123lb,ST,25,United States,NWSL,NC Courage,"Anticipate, Jockey, Technical, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashley-sanchez/266091,,,,,
120,120,222,Ouleymata Sarr,83,90,79,77,83,45,78,87,92,82,83,79,74,70,69,76,72,68,84,73,74,84,79,64,83,86,81,39,81,45,41,36,94,79,83,58,ST,4,4,Right,"175cm / 5'9""",61kg / 134lb,,28,France,NWSL,Washington Spirit,"Chip Shot, Finesse Shot, Power Header, Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ouleymata-sarr/241545,,,,,
121,121,222,Almuth Schult,83,82,81,82,84,38,85,35,42,13,11,62,11,13,20,34,11,25,25,24,14,9,35,40,78,23,45,13,11,17,10,11,68,30,78,35,GK,2,1,Right,"180cm / 5'11""",71kg / 157lb,,33,Germany,NWSL,KC Current,"Deflector, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/almuth-schult/226303,82.0,81.0,82.0,85.0,84.0
122,122,222,Christine Sinclair,83,65,86,83,81,44,82,65,65,89,84,90,86,86,86,87,77,75,86,83,78,84,56,63,78,88,88,49,74,42,35,34,84,77,90,67,ST,5,4,Right,"175cm / 5'9""",67kg / 148lb,CM,41,Canada,NWSL,Portland Thorns,"Finesse Shot, Power Header, Power Shot, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christine-sinclair/226359,,,,,
123,123,222,Sherida Spitse,83,66,76,85,73,79,80,65,66,64,67,88,86,78,87,75,86,87,86,89,91,69,69,70,75,79,88,85,60,77,82,85,74,83,80,76,CDM,3,3,Right,"167cm / 5'6""",61kg / 134lb,CB,34,Holland,Nederland Vrouwen Liga,Ajax,"Dead Ball, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sherida-spitse/233747,,,,,
124,124,222,Hina Sugita,83,73,79,82,83,73,67,75,71,83,80,78,80,77,69,86,78,66,86,82,68,81,92,85,84,85,76,72,65,74,78,69,71,86,59,60,CM,5,4,Left,"161cm / 5'3""",53kg / 117lb,"CDM, RM",27,Japan,NWSL,Portland Thorns,"Anticipate, Finesse Shot, Flair, Incisive Pass, Press Proven, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hina-sugita/245839,,,,,
125,125,222,Gaëtane Thiney,83,56,81,84,83,50,72,52,59,88,82,78,79,79,80,86,81,79,86,80,85,84,70,69,88,86,84,44,75,48,52,41,76,70,80,52,CAM,3,4,Right,"170cm / 5'7""",62kg / 137lb,CM,38,France,Arkema PL,Paris FC,"Finesse Shot, First Touch, Incisive Pass, Technical, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gaetane-thiney/227326,,,,,
